study: 1from: 200 successful	time increment: 2.2284767627716064	 total time: 2.2284767627716064
study: 152from: 200 successful	time increment: 0.04579567909240723	 total time: 15.614661931991577
study: 153from: 200 successful	time increment: 0.17297005653381348	 total time: 15.78763198852539
study: 154from: 200 successful	time increment: 0.23402047157287598	 total time: 16.021652460098267
study: 155from: 200 successful	time increment: 0.027158498764038086	 total time: 16.048810958862305
study: 156from: 200 successful	time increment: 0.046118974685668945	 total time: 16.094929933547974
study: 157from: 200 successful	time increment: 0.11074590682983398	 total time: 16.205675840377808
study: 158from: 200 successful	time increment: 0.08333587646484375	 total time: 16.28901171684265
study: 159from: 200 successful	time increment: 0.11777377128601074	 total time: 16.406785488128662
study: 160from: 200 successful	time increment: 0.07221794128417969	 total time: 16.479003429412842
study: 161from: 200 successful	time increment: 0.03301501274108887	 total time: 16.51201844215393
study: 162from: 200 successful	time increment: 0.1075141429901123	 total time: 16.619532585144043
study: 163from: 200 successful	time increment: 0.06836652755737305	 total time: 16.687899112701416
study: 164from: 200 successful	time increment: 0.03509330749511719	 total time: 16.722992420196533
study: 165from: 200 successful	time increment: 0.08879446983337402	 total time: 16.811786890029907
study: 166from: 200 successful	time increment: 0.06300497055053711	 total time: 16.874791860580444
study: 167from: 200 successful	time increment: 0.04125380516052246	 total time: 16.916045665740967
study: 168from: 200 successful	time increment: 0.15848088264465332	 total time: 17.07452654838562
study: 169from: 200 successful	time increment: 0.10594868659973145	 total time: 17.18047523498535
study: 170from: 200 successful	time increment: 0.05275416374206543	 total time: 17.233229398727417
study: 171from: 200 successful	time increment: 0.07794928550720215	 total time: 17.31117868423462
study: 172from: 200 successful	time increment: 0.11837625503540039	 total time: 17.42955493927002
study: 173from: 200 successful	time increment: 0.11502480506896973	 total time: 17.54457974433899
study: 174from: 200 successful	time increment: 0.062185049057006836	 total time: 17.606764793395996
study: 175from: 200 successful	time increment: 0.057614803314208984	 total time: 17.664379596710205
study: 176from: 200 successful	time increment: 0.046328067779541016	 total time: 17.710707664489746
study: 177from: 200 successful	time increment: 0.04572463035583496	 total time: 17.75643229484558
study: 178from: 200 successful	time increment: 0.07698369026184082	 total time: 17.833415985107422
study: 179from: 200 successful	time increment: 0.12297677993774414	 total time: 17.956392765045166
study: 180from: 200 successful	time increment: 0.11139607429504395	 total time: 18.06778883934021
study: 181from: 200 successful	time increment: 0.155259370803833	 total time: 18.223048210144043
study: 182from: 200 successful	time increment: 0.09061503410339355	 total time: 18.313663244247437
study: 183from: 200 successful	time increment: 0.03973841667175293	 total time: 18.35340166091919
study: 184from: 200 successful	time increment: 0.13157153129577637	 total time: 18.484973192214966
study: 185from: 200 successful	time increment: 0.11675381660461426	 total time: 18.60172700881958
study: 186from: 200 successful	time increment: 0.03653860092163086	 total time: 18.63826560974121
study: 187from: 200 successful	time increment: 0.0467073917388916	 total time: 18.684973001480103
study: 188from: 200 successful	time increment: 0.1171114444732666	 total time: 18.80208444595337
study: 189from: 200 successful	time increment: 0.06899118423461914	 total time: 18.87107563018799
study: 190from: 200 successful	time increment: 0.06560802459716797	 total time: 18.936683654785156
study: 191from: 200 successful	time increment: 0.08600759506225586	 total time: 19.022691249847412
study: 192from: 200 successful	time increment: 0.05491495132446289	 total time: 19.077606201171875
study: 193from: 200 successful	time increment: 0.0506129264831543	 total time: 19.12821912765503
study: 194from: 200 successful	time increment: 0.1409587860107422	 total time: 19.26917791366577
study: 195from: 200 successful	time increment: 0.17173480987548828	 total time: 19.44091272354126
study: 196from: 200 successful	time increment: 0.12880611419677734	 total time: 19.569718837738037
study: 197from: 200 successful	time increment: 0.11160874366760254	 total time: 19.68132758140564
study: 198from: 200 successful	time increment: 0.07783269882202148	 total time: 19.75916028022766
study: 199from: 200 successful	time increment: 0.044814109802246094	 total time: 19.803974390029907
study: 200from: 200 successful	time increment: 0.05385613441467285	 total time: 19.85783052444458
